time_s,temperature_c,pressure_torr,flow_sccm,truth_temperature_c,truth_thickness_nm,state,fault,heater,throttle,flow_command,precursor
138.75,449.9365864736885,2.9971517390548166,100.04359499438489,450.1272413114233,28.993119236973417,DEPOSITION,NONE,0.45212389,0.37864924,100.0,True
139.0,450.16277748700963,2.999052448708348,99.91391313915383,450.14094006531155,29.200740834920868,DEPOSITION,NONE,0.44584205,0.37908141,100.0,True
139.25,450.010812268502,3.0000873226313955,100.1771098709787,450.13597597397745,29.408359482416877,DEPOSITION,NONE,0.44985822,0.37932276,100.0,True
139.5,449.9842241528919,3.0048270630621516,100.12659721980705,450.14293176559875,29.615984111986034,DEPOSITION,NONE,0.45036333,0.38049229,100.0,True
139.75,450.08341849841486,3.0022084621127205,99.78011448747067,450.1513630590114,29.823609219403444,DEPOSITION,NONE,0.44757358,0.37990438,100.0,True
140.0,449.8917626609364,2.9958103011465504,99.93853803020286,450.1514989027106,30.031231337909084,DEPOSITION,NONE,0.45258176,0.37835275,100.0,True
140.25,450.1176676544701,2.998485190105655,100.0149134035847,450.1664791498126,30.238872609155763,DEPOSITION,NONE,0.44638084,0.37896242,100.0,True
140.5,449.84275932339824,3.0016445339504014,99.78710491316613,450.163032409556,30.44651308349351,DEPOSITION,NONE,0.4536783,0.37972323,100.0,True
140.75,450.0820993518527,2.998785552606927,99.82656840448861,450.1812269426365,30.65416711915749,DEPOSITION,NONE,0.44709388,0.37903657,100.0,True
141.0,449.97419777055154,2.997109158068381,99.9982114536788,450.1798477208472,30.861821738106954,DEPOSITION,NONE,0.45001128,0.37860686,100.0,True
141.25,450.27561764173186,3.0020623773847364,99.85082634425942,450.1871203148729,31.06948689919223,DEPOSITION,NONE,0.44203205,0.37979309,100.0,True
141.5,450.0519822807264,2.9974389768389,100.06747184681446,450.1707188529582,31.277134817128776,DEPOSITION,NONE,0.44824871,0.37867522,100.0,True
141.75,449.8671824408765,3.004131280954185,99.92727926870654,450.1727954679543,31.484788276332115,DEPOSITION,NONE,0.45305227,0.38029529,100.0,True
142.0,450.07157518389147,3.0010945993037317,100.15489285826594,450.1891039134615,31.69245009233699,DEPOSITION,NONE,0.44740582,0.37959574,100.0,True
142.25,450.24001222948664,3.0031472123616885,100.02015382249805,450.1886247409539,31.900109980004817,DEPOSITION,NONE,0.44305114,0.38011701,100.0,True
142.5,450.3596850770358,3.003466668034047,99.98507818160017,450.17523928617965,32.107753719098525,DEPOSITION,NONE,0.44019536,0.38023672,100.0,True
